84638	D195664X; (DHL)195664	E/ESCWA/RES/165(XV)	
84639	D195665X; (DHL)195665	E/ESCWA/RES/166(XV)	
84640	D195666X; (DHL)195666	E/ESCWA/RES/167(XV)	
84641	D195667X; (DHL)195667	E/ESCWA/RES/168(XV)	
84642	D195668X; (DHL)195668	E/ESCWA/RES/169(XV)	
84643	D195669X; (DHL)195669	E/ESCWA/RES/170(XV)	
84644	D195670X; (DHL)195670	E/ESCWA/RES/171(XV)	
84645	D195671X; (DHL)195671	E/ESCWA/RES/172(XV)	
84646	D195672X; (DHL)195672	E/ESCWA/RES/173(XV)	
84647	D195673X; (DHL)195673	E/ESCWA/RES/174(XV)	
84648	D195674X; (DHL)195674	E/ESCWA/RES/175(XV)	
84649	D195675X; (DHL)195675	E/ESCWA/RES/176(XV)	
84650	D195676X; (DHL)195676	E/ESCWA/RES/177(XV)	
85570	D196993X; (DHL)196993	E/ESCWA/DPD/89/2	http://digitallibrary.un.org/record/85570/files/E_ESCWA_DPD_89_2-EN.pdf
87137	D199136X; (DHL)199136	E/ESCWA/AGREB/XI	http://digitallibrary.un.org/record/87137/files/E_ESCWA_AGREB_XI-EN.pdf
87172	D199171X; (DHL)199171	E/ESCWA/NR/89/14	http://digitallibrary.un.org/record/87172/files/E_ESCWA_NR_89_14-EN.pdf
87173	D199172X; (DHL)199172	E/ESCWA/NR/89/21	http://digitallibrary.un.org/record/87173/files/E_ESCWA_NR_89_21-EN.pdf
87174	D199173X; (DHL)199173	E/ESCWA/NR/88/26	
87175	D199174X; (DHL)199174	E/ESCWA/NR/89/23	http://digitallibrary.un.org/record/87175/files/E_ESCWA_NR_89_23-EN.pdf
87188	D199187X; (DHL)199187	E/ESCWA/AGR/89/8	http://digitallibrary.un.org/record/87188/files/E_ESCWA_AGR_89_8-EN.pdf
87335	D199533X; (DHL)199533	E/ESCWA/DPD/89/6	http://digitallibrary.un.org/record/87335/files/E_ESCWA_DPD_89_6-AR.pdf; http://digitallibrary.un.org/record/87335/files/E_ESCWA_DPD_89_6-EN.pdf
87776	D200177X; (DHL)200177	E/ESCWA/SD/89/10	http://digitallibrary.un.org/record/87776/files/E_ESCWA_SD_89_10-EN.pdf
88115	D200517X; (DHL)200517	E/ESCWA/NR/88/5; E/ESCWA/NR/86/WG.1/19	http://digitallibrary.un.org/record/88115/files/E_ESCWA_NR_86_WG-1_19%26E_ESCWA_NR_88_5-EN.pdf
88426	D201014X; (DHL)201014	***	
92833	D206981X; (DHL)206981	E/ESCWA/ID/89/9	http://digitallibrary.un.org/record/92833/files/E_ESCWA_ID_89_9-EN.pdf
